"Marker.A","Marker.B"
4692.08359781544,6040.07769650426
4292.10987324098,3344.49132773774
3632.46661194425,6812.30737468546
3527.44901198993,5901.35157400091
3812.7153749642,4888.78027343362
4040.21125866204,5615.77205105198
3971.41821435848,5650.49607863064
2884.00204629471,1141.52244751886
4233.83583073041,5645.21081083666
4518.64107826534,6137.43039259221
4059.28158666159,4602.85992915163
1322.54976665815,1670.22809468789
2947.78066284971,5662.14658653204
3973.26641804922,5439.59363888448
3888.1935052028,5179.19049478069
4311.11003012759,5033.07582246024
4447.29268295022,5480.28499977849
3668.66984849152,4549.0401812507
3183.05640330899,1149.70617663724
2888.40771524829,3233.44213861188
2840.22909477083,1761.61356317431
3692.17675125779,5845.54271499487
3923.31789390269,1677.21842057149
2570.22975375458,3605.97402129973
1466.98372863938,2085.44087223011
3273.70606019731,4890.42814035042
4573.58219204548,5140.48782213655
4481.96892968111,6231.99858684616
4223.28789414304,6400.67512398902
4303.44938356101,4724.42277983405
4021.67594649049,6293.43353497924
3959.74446286547,5572.40909067623
4334.10323452004,1623.85345349402
4094.49585333172,5195.61461562122
2022.34421849741,1162.89112053411
3881.28257035144,6205.9126463541
4153.0608515788,2492.92449004978
4051.20110014152,3952.30684971562
3918.46370180751,3141.20408822374
3424.52562272775,7065.49280249391
4007.20574050623,4747.09881557449
2454.78858181129,2645.74501238309
4581.91182368929,5553.08629708367
3636.58183546216,3147.79661302908
3706.72635761358,224.428559282538
3701.42535950452,612.816694636013
4282.83783808965,2804.24870930246
4290.32094150366,766.944368266883
7167.12462301001,3355.346022055
4132.15233557825,6767.92195031052
8631.75454166243,678.968857388998
3851.95172998904,5732.73169946181
3723.6471300385,4719.25126010285
3399.55488751843,3047.8864883774
3608.7386349047,6631.41201218259
5175.17211846632,6395.78776298712
4274.39402899349,4884.51789249409
4239.47689170487,2433.59197822933
3364.13901697808,3623.98976930855
3142.91426844802,3195.81943828119
4936.17476148392,4502.32440158233
4172.38282840041,5712.04477482649
7069.27116674269,1826.11748901215
4865.76524001816,7110.21904820191
3972.87910797088,6323.09979088946
3760.95964733989,2941.44050152414
3408.76948669152,3529.25116438808
4660.62049714792,5019.94785830857
3475.59331834751,3679.45738412628
3798.09176386827,6564.63471079652
4273.17768243311,7726.2185107258
4572.50649186069,4523.80671694654
8364.79517727639,1056.44523939466
3670.12949294733,6169.48366639963
4530.45623242996,6435.05833023462
3779.58309197417,6106.17293236895
3729.4958416765,3692.0174536746
4180.78899415389,3163.02743634864
4569.25891002714,5443.68518630223
4778.45655388572,6128.11023998424
4089.20159293953,3267.76847082609
4255.83968759931,1665.39739628975
4576.32000124989,5107.86665372579
3363.84227945486,5820.08217742042
3288.57846410751,7966.50347050813
4031.16788866646,3474.23811896618
3833.86152342107,1500.01701583574
4627.28170599496,3972.08421270402
4403.29514580971,2794.75772317271
4161.29056294277,5558.76947166972
3775.42468220076,4687.99379987958
4663.44329662593,4061.65087503804
3702.19995134396,3931.6199250803
3535.0887228938,5411.5185872873
3607.4609574227,4526.93246296887
4853.38758813085,5955.68255390144
4682.19801361173,2976.61930992626
3864.5550962422,4444.01519947158
4527.63672692056,4966.69642786624
4156.07276203207,6516.04356808581
4433.1075740217,5306.83442684124
3957.33966776745,5390.32043065239
4484.00587497333,2860.73942240225
7677.03413272795,6119.81255137546
3797.69107334337,4523.23839948794
4132.92170405237,4481.23999301019
3578.04045650551,4950.27230702572
4054.75735439918,6218.52937850617
3554.21339620342,5513.24741237757
3993.97905305765,6005.0695101963
4424.70191774648,3895.36135579236
4474.45809713606,2785.60798123127
3629.78659177516,4226.17877930414
4899.32829243419,4211.68668410972
3535.67071715872,4868.49125559038
4517.42629734434,4953.05680885973
4730.29740709381,6091.05585711216
4885.02502024657,4507.325510647
2348.09421499279,2006.67203018195
4765.49776059526,6893.46302320318
1966.33924474257,7259.80071073301
1498.75862150844,977.505986679976
4390.72118253167,5812.92112372885
4352.23611087775,7167.27829018794
4113.40229409997,2586.58312265681
4552.96357905356,4691.9149366308
4690.50210525083,5210.61836567049
3860.26149872147,4246.46779714738
5269.14055348977,6091.16960517493
4350.1057903318,2796.40601294476
3227.76874861629,3361.42710343312
4225.30792903009,4833.88055321924
2174.65299038374,3236.51101060282
5079.73586754891,5974.20953390985
3501.17393197858,4259.93700548737
4320.19322700331,5905.84102821074
4301.27494603784,5730.11718543907
3643.61193030439,5597.58589237663
4013.95740387094,2536.85534502888
4335.23453016189,3462.07616763756
3892.64768143497,4990.05452912806
3864.29872956271,3597.90382881649
3765.4281646747,4653.26934944568
4423.25888804461,4740.44941673776
1402.36887353646,4379.11326112785
5121.42800222806,6634.70816887145
2705.26232696521,1506.38215022935
4054.81514248812,6583.16169080494
4782.40339706828,4220.38227951057
4501.68640456226,5961.08156975818
5145.61682885885,7354.99388504932
4017.63373122749,2874.32216737739
4174.62802475023,3259.01621282148
4248.62945911437,4914.46830713361
3802.62548357643,5108.09372699608
4218.89855698573,4638.20893679265
3930.34045999892,6627.20629384681
2965.81684271112,891.917335128562
3961.99702391856,4581.60468705771
3308.28409989255,3940.88341508451
3635.48977098524,5578.03560265852
3209.21792615836,3265.6656116582
4355.89289556288,5437.03621032076
4364.7149516649,5378.21535335516
7917.60673921106,3824.09417734122
4580.77160279306,250.684831155772
4666.98104903949,5978.07443091257
4312.25070682101,5486.93439861522
3868.7355110648,855.147216699591
4025.659161577,6086.45223198431
4201.96112840716,4186.22614653527
3859.61084811418,4413.43938191443
3786.51309141928,4373.99840400041
4137.16261152869,6350.15153277695
4300.97629649421,4362.23414803624
3360.66629309011,2498.20975784375
3856.01534287578,1223.92837330275
3994.65332090204,4636.44732181307
3759.0737173067,5577.80810653298
7948.39931852851,1381.52282571663
2212.63333080522,4539.20837378789
3593.34116810392,3700.88303688674
4564.36640763707,5277.16817093102
3814.69239011161,4948.22611046159
3895.40228965824,5477.32966442269
3959.0027487808,5207.26512352262
4644.08243816309,3638.02729510714
4875.6270204537,3726.62773319049
3903.20460922775,3534.42289554691
4244.99712943899,7690.01702689687
3218.6395958245,1237.68174037203
3896.74388471273,1877.94812580796
3102.52234694863,4942.48627327178
3294.74212271298,6419.42960012298
8309.14116893265,3736.00497125747
3357.31493502666,2431.54620452046
4298.38740875301,6019.56160539072
3719.96244592455,2225.64466241135
4548.04471411497,5737.90321919301
3726.09046513053,5111.78779047701
2908.36208159669,1424.54443619025
4235.42872019016,5483.35408319705
4106.05596274243,8347.27616777337
3639.58016004244,5395.83319457191
4210.93644050246,5157.87859008301
4059.69172507537,4684.24265093964
4806.50701667119,3155.86680551232
2809.20603440293,1427.21561281675
4072.63451160487,5495.79998182735
2636.79242937427,682.776563218887
3597.72483017562,5975.23284361954
4577.05177616508,6166.98290043967
3802.91863364964,3457.52962796872
4519.64786749853,2709.16928304892
4294.74762517531,4174.12106923804
4080.64172443654,5160.32227058396
3816.88728695675,5320.417383244
3648.65307505202,4963.17277505184
3670.56183948444,6062.81039484845
2632.97749726387,1925.17534890354
4532.75263608902,5353.94811330168
4227.07109821089,5297.4005261705
3813.16343277903,1759.2834193085
3469.89665022159,4828.93652961358
3785.70827415991,7447.40213467637
2741.69905722176,534.616222903368
3366.84515490802,5788.08556621677
4326.76144438015,3300.3329766331
5115.70094273815,5178.16760792626
3851.78117362236,2519.63541060421
4172.93487905177,5749.32665382412
4004.47305397499,5875.32229611261
3964.58232146949,4120.98338685848
3728.63717885086,4926.17547763877
4308.28341041014,5523.59087469523
3391.10517086869,6907.27305287623
4426.00471949271,7364.3711231163
3803.57683432985,3810.51164379371
4044.36412669984,6102.53595434703
5504.96824439747,3553.29090831601
3928.14523977496,2315.66631699645
4546.5428414863,4016.46963707895
4265.29174896111,6238.53423762012
3377.47883866313,23.3010149769092
3983.37620193475,544.845937158256
2941.20469514471,1110.60591434247
4347.42781666676,5502.10855933101
4879.99937663175,6025.9835081019
8738.16404257384,7220.75679390055
4156.36072283395,4891.05354326804
4690.03029320978,5066.89071124723
3451.30261195273,4108.93497216501
8625.27403599269,5954.659667047
4508.64265915863,5471.02150977428
4660.87064509858,6168.51744214895
6925.09308138658,2917.96907505481
4391.42290846228,2428.87502789396
4220.27303502441,6843.84899363803
4289.48907428827,6093.61328567588
4246.89445417426,5350.65195661283
4222.793877043,5739.21026477675
4351.306220741,4044.65843673891
5303.20832453636,3485.4907200755
3949.24330539908,4035.33786127569
4186.02574101184,5543.36823768363
3785.58466820796,3825.51497098773
3824.74406769878,301.20823736867
4111.18045566253,3432.35303769595
3943.02587033236,5182.31624080302
3929.43492286764,6196.42166022435
3852.46727288098,4337.05776919109
1643.92680690811,3505.60932725222
3769.96230947503,6313.66589021872
3563.20569888094,7040.202675586
4342.5702002335,2339.47877622647
3742.93105923077,2790.43867962941
4027.88447055661,6517.74852046162
3860.28724617824,3197.12648386493
4762.29524666668,5752.16824111714
3112.1854098937,4247.03611460599
4673.6125253452,6476.03384985792
4366.01719430112,4320.06490803671
5426.03086825304,7170.68819493957
3817.66133197908,2400.06124817165
2765.33220826931,2718.03486626105
3884.26562536792,5672.83087018276
4208.58140999493,5645.77912829527
4081.22183038933,80.075924796909
4458.99167420538,4139.68120038868
3203.51925334469,6993.8848027097
3806.70364516149,750.519983141822
4202.93605036624,5990.69074020939
4121.41629074128,4453.05119335024
3945.67616981814,5069.16398108165
3607.12344481523,4302.3904042162
3936.31307032778,5475.68179750589
3525.38370385738,3467.53205752569
4241.04507475225,5049.72786228156
3985.51822785205,4800.69106734987
8140.0933855572,3150.41091562419
4826.49237200779,7100.38766359435
3934.06174666788,5027.05182654113
4173.90116745496,5387.76300208867
4003.52892703965,1563.15712777226
6129.84488445464,5516.9414758585
4077.92537249687,5380.54528579334
3928.71027650698,3539.59462670573
4084.79827811629,4861.50103542059
3435.96022301302,6252.23051923039
3790.75049651114,3174.50753358351
3133.81257293486,5208.74300262815
4295.77967988141,7895.52045078628
4810.37549603909,6329.80585232995
4055.77218111879,4761.8179840392
4110.36157259152,2858.52302659922
4150.65888692414,5121.62002079507
4035.64793660953,3257.31126044566
3632.91080735496,3124.89350401836
4075.08589265044,5526.48912459201
3040.94881194087,2439.95721833676
4316.25240599467,5943.69122466697
3910.33355841134,5611.22551138314
4074.5855122757,7136.7033183413
4860.70565174672,6370.55429868297
4686.05468520741,5557.29201541944
4062.03947170004,4422.70329477389
4060.26424676452,3085.33856661394
4367.72056621885,3654.90640819876
3351.11773371547,3664.85196372434
3855.98389677272,4933.27944587133
4283.41616204577,8846.77055128326
4129.67525371557,4954.76176123554
7498.52395689219,248.070554989118
3721.4901550245,5814.2852547716
3928.10607567188,949.487914827994
8273.31129585583,1094.52250912119
4340.21990437537,4253.45801731717
8724.70156580621,532.229257863084
4465.05065090557,5292.17192098029
3282.61461034294,2609.65685376169
4092.3533797929,6526.78451434029
5061.61049090793,3814.31945533741
4542.15992512257,5290.97862345932
4513.03083040177,4802.85058912152
4007.19282389822,5714.48845532744
8370.69627906569,2639.60705697359
4567.47883331809,6629.08165688916
3332.6960345556,4908.44388835925
3967.58977864486,4989.59953687697
4169.61397372513,7589.70899545312
7595.20481300399,4735.33455961032
3636.18412407232,5223.06468715604
3830.48592325013,5510.74664641761
4173.93121493363,5554.33668006365
5867.9378016107,3457.3023432708
3754.36206643243,3909.05763740264
4251.34964125323,3822.33256236164
4337.76248655406,6294.17226310438
4729.08370966132,6715.7500693264
3642.01093218133,4660.94163513684
3070.98372853954,2243.09209296157
3937.93745658567,5770.46772500002
4627.4352372707,3799.03154655884
8982.69691775484,0
4640.91908569833,7209.10628599916
3239.1352602316,3022.76677213602
3522.6091528434,3409.96137211245
3346.66678462425,5200.1044926863
3872.3391312487,5626.4563347027
3688.00374750548,6061.38960120193
3989.85101669202,5274.8949010966
4079.24582273157,5212.49372871284
3887.1127334641,4944.87329116897
3101.00475986568,5072.00556837467
4534.26475985186,5943.06582174936
4232.33445581282,5722.89989199899
2772.23135882664,3228.78185088027
4226.28058732404,3519.07832416457
3824.54348787195,5261.48277821562
3535.80984542936,5512.6224323152
5012.56339160216,3046.63610539742
3773.99845516719,5594.11890216599
2446.48947889296,1299.96927040684
4325.20630432602,1062.58308909036
4361.11011032156,3580.91139051736
4640.4933996859,3132.22475694884
3848.72069673027,4678.6165618126
3725.13288666446,1765.7054277335
5205.50663724891,5714.37513011992
3350.079096761,3404.2781975264
8795.20432486434,1393.05969126907
3818.27351964357,5217.21067904821
4258.58652068621,6483.70613554909
8394.2055217079,4872.01490840478
8766.20766801253,2991.62305997552
3796.60241796904,2925.41407604806
3284.67618577035,2655.9178526066
3526.70878258767,1500.1306581847
4735.48235156371,6839.81410882403
4441.8750873861,5191.92055214029
3801.34574112691,3662.18078709785
4324.68200374072,6422.49868354155
4904.72457167516,4931.29033476621
3966.90981376165,5318.82617893095
4446.39163575305,4194.63716035157
3926.78426188291,6299.9691857532
4698.12392550359,1958.36504620054
4159.27547484421,2826.64037488596
3727.85584781434,4680.15068066663
4885.26449322875,5718.18251880837
4743.46778894635,7029.68880260181
4049.53378227566,5753.70235997117
4581.0187572916,6847.94096391103
4655.05971751881,5353.77770263515
4435.59388492224,1744.67768176512
4032.59626424405,7126.13193704285
4266.81869386446,5383.50062114913
3857.49675751001,6376.46496939456
7869.63078447493,6104.69547611867
3647.38032063754,2586.98102944888
4832.61360704172,4295.11602531711
4826.39204028222,4498.9144968307
4083.99331893243,6271.89455701127
3315.25461159763,2527.59185502467
3803.1320778098,8014.46963315648
1844.42467610547,3740.94941771838
4533.89209406551,273.474350674445
7804.16094153508,2955.87572268718
4942.46542131956,5251.53722269004
3776.08122461483,5378.10160529239
9062.81717086127,239.318481983675
3651.09312816633,4731.35633740008
2043.81133932091,3682.29897141931
3796.58388279024,1520.19228561621
3662.71086814275,6741.21102975609
3683.75774390604,5649.30278110967
4383.5277111551,6271.7808089485
1010.54748747732,1223.13277114622
4387.69652252071,3467.81621625499
4026.32309233147,6532.58143698911
3674.34714565134,6735.41410710727
3860.79949243245,4319.32617991157
4015.96327120494,6533.77515736533
3742.37225259113,4796.20119028479
4368.23028071635,5956.19420875628
4438.841068432,5105.7637945579
4074.45343459853,2546.34633115863
4130.15364268258,3508.96235797246
5035.7128088976,4831.94852757314
4394.46531027095,4679.80985933357
4131.44977082124,3370.52018277079
4330.6155210442,6661.19159330033
3673.75630349377,3560.22446588204
2850.23648545858,8219.91639444213
2601.32628392245,2229.05456716298
4123.44246096994,6226.5424855304
7736.42823298207,1752.63412618559
4192.46857611041,9315.57494631799
4101.62235227303,4565.35097688371
3635.49157505714,6857.14779131148
3802.57528947144,3035.26975622533
4237.4673862892,6134.81630142473
3905.93177502062,2715.25015299942
3871.05225125799,5155.83239351888
4265.01291541474,5845.59937759863
4039.5684432745,4596.89259583628
3807.03806263789,2722.35412123198
3303.42627598185,4210.83420792181
3539.67441303164,3085.79313600977
4433.87094103736,6119.4717300424
3757.44649801495,6174.25727933876
4167.30993226681,4922.2539180323
3593.91685377871,4414.63310229066
3728.07642793813,4551.37011368888
4003.8232782309,6123.39286679362
3452.17734964848,1710.86279297813
3543.07104435568,5699.93969752926
3671.53457032378,6207.67468418892
4052.24107013483,4957.54668592481
4813.75480823646,5517.96436271294
3988.69999459845,1525.87546020226
4411.96464180784,6699.7805178817
3602.05467205054,4059.88926005846
9061.26569684141,3042.43059848927
4430.59367348272,6393.79865188201
3771.87210577284,5478.92086873573
4781.45973053589,6182.66871601031
4004.86773685786,6312.41550723874
3837.71360031894,3672.35341589372
7415.99714007257,7163.81172283255
3947.57801866083,3799.48611595468
4209.83347415352,7051.79652088364
4090.62691164458,3902.29491335839
2455.77838156748,4093.98830757475
5271.15254322128,7410.63233338883
4090.25187365014,4801.71395420431
3140.16269078753,591.902591016592
4518.74434363077,5529.89902934364
4374.08509398622,5861.1714451065
3610.68622155164,4508.00757616838
4497.63371265127,4778.41293840151
3800.12480262272,4101.43309714038
3677.10326187299,2035.20165117497
3578.21631724437,1353.61850192742
5106.90732401781,5814.62607610466
4238.80720502027,4873.43570205129
8634.83301425782,1696.48434013267
4230.92957004896,1091.16947840094
3565.02751543757,706.418558925467
3720.98948667071,6541.50410566025
4287.21045392515,3066.01577302137
2018.27580729208,6481.66036184021
3577.8565136962,4879.34594990763
8379.02191628072,3195.53527955189
8577.52502145131,1238.30682614821
3477.47891555368,1218.87039020669
8570.94419206567,2558.16724972656
4515.43062257748,5263.69938544628
3811.1811331877,6574.97817311418
3986.1179287009,6209.7204578978
4319.18910953925,3364.78013415336
3901.7032093137,6343.95712619131
4270.44903155797,3571.19290826206
4363.46499094,5394.18490479985
4880.42490958283,9666.28348088094
4178.92941685706,2058.61620361291
2814.78308531567,3629.50253322807
4298.66211276518,2519.97623193727
3680.31324232593,2351.86801225301
3223.85518459053,1040.19142350685
4635.07628405931,5894.92924843448
4376.70135352832,3766.8078620849
3605.63081167567,4605.36027225634
3025.40050794101,998.988407758001
3963.64791017487,5048.81830063464
4274.90837315791,4945.8390925644
3944.03726188282,1292.29698471567
4578.93256555963,5076.49544543975
3616.79300053519,6089.35090473634
3963.4818306485,5422.43036706357
4721.69120499312,1394.1394521549
3111.2822961413,4060.74173624637
4250.17698324387,6624.64886528309
4277.57061103708,5325.0205855166
3600.53083722438,4906.22770398384
4644.29593087933,3533.74104145316
4632.85821580508,6425.28318537556
3166.80201769701,4259.08452929946
4597.45627599156,3865.46802661185
3084.72904957032,4044.48802607237
4057.7017821268,6409.02947520157
3786.46741388995,7152.61620718224
4256.24447743597,5792.46169521908
3599.93216023326,5124.23411196256
4105.62365720842,4550.1197307089
2022.09338998231,668.398110373422
4389.61634324041,8161.37969620583
3373.11058169324,5088.08929073739
3514.9870702741,481.592182872774
4461.80325100906,2078.16628190339
3649.3397200461,2964.57110666041
4131.13128272246,4882.86960272203
3909.84547423132,4555.85999075396
2650.32660802329,3263.79024861586
4070.78403074306,6324.91849132805
4796.16239027205,6101.45598203358
4089.93468224431,6490.35553438582
4295.35145999665,5832.75557217626
4522.57364325968,5644.98331471112
4043.52741035053,4459.81434024974
4696.96217419643,6809.35203932966
3451.03150663686,5125.14325075422
4226.48891147825,6647.60905975283
4788.23312838536,6486.77521896766
2741.62343294914,5010.00230278298
4828.69661276779,5664.76067769952
2580.89062481196,1452.9603091205
1781.38075972041,317.973602397513
3851.87376242271,5308.4827166133
4914.46127981437,4405.48293749397
2744.84468186106,2013.8328724459
3367.21632774754,5659.58915796831
4194.04592056934,4518.4077010898
4114.94647450484,5359.06297042913
3963.98760202657,4733.97042856756
4357.3213527288,5170.09741544302
3665.41232213103,5176.63306621697
3772.80847383225,3076.9842154014
4127.55421000394,4577.62646484747
4352.82285646985,4561.14525854793
4173.65947117653,4595.01680993868
3988.3850523266,7414.15556334798
4838.83058381714,7537.36712665771
3080.94192352494,917.775779495082
4377.94668798847,4073.35846839845
4605.31714482604,3398.70877100312
3105.45644863371,6380.32944354202
4540.79351070744,4346.71916598738
4202.26744362864,6496.32286770117
4228.86500652288,5407.14245828499
4367.48896931211,1575.31907910088
2730.33145502736,1881.13074586167
4582.58662260403,4750.90620426294
3507.51485300695,6517.86226852439
4505.09899938812,3563.40729736338
4248.04977374365,3763.8525267291
4067.45654420889,8007.47899013143
2416.89919981565,1843.05347613515
3971.44681464292,5468.40699575155
4030.22862098285,1283.37442175834
3721.2789707652,5527.05744205062
4415.47771328645,4821.03674779687
2873.03994029351,1947.62388851844
3521.88425721698,5052.00113211598
3751.5331137648,5392.8207737571
3870.95730766476,4164.34592437898
4013.27668050502,3358.01719868149
2783.99925047985,3534.36602151552
4450.15999689061,5827.92487377812
3961.70675264973,6915.45699342224
7528.29220915517,1063.83336635653
3769.4398276836,7193.30756807624
2918.09062721008,4398.94728672001
4425.4946680307,5283.13550424637
3184.15594709406,4959.02414217508
3917.63921444137,6534.11597869839
2687.52953878853,7122.0403896251
4043.45753836245,4530.3423677205
3988.99359412226,1614.98765885426
4440.44738606367,4397.58357853251
4541.21641167992,4882.75585465926
3345.0135544747,4201.62780337661
3382.86507880677,4416.508465333
4196.47330485619,6769.74022789386
3643.55803888068,5533.02477536597
3404.06816807616,6384.02350702295
5318.06717250816,4503.63144716607
4161.89710223769,6846.00851540968
4560.2071239666,6194.37588651547
3858.05265158917,4652.53062132054
2917.01655376372,4749.25833734613
3352.30702298638,4347.11707277945
6675.88314937638,4517.95313169396
4121.32745773164,3716.3980189356
3921.52992858941,7286.62495649496
3732.37860501404,3965.54856193006
4760.65192962496,5612.07798757105
3920.2410617302,5346.95789313189
2530.51323457662,6072.35804358196
3763.1456381784,3765.1599951681
3310.18057893015,924.481946649381
4405.28978894864,5552.85922381338
4651.58204854607,7745.25714558906
4510.77074112782,6941.8270926436
3096.94085818613,2913.64982008389
4623.57548486226,4717.94379166386
4357.1374253983,3504.13165957432
5009.85936629581,5028.35887212487
2018.54279497926,830.880082359927
4508.13945705385,5495.28874982776
3894.74168707709,5231.30529030581
4784.12949898207,4014.13970464078
3781.33026909902,4579.61557595259
3896.26414661453,3996.12395663195
3959.39228063891,6090.88544644563
3750.38881095241,4912.42211056948
4093.21068910672,5707.10032836558
4190.03401275724,4557.50785767076
3979.70065811988,5855.26077439491
4782.97686938917,3975.38036939287
2829.60098002774,213.57369318034
3543.4056186767,6313.55214215595
3764.42689700536,6122.02915860612
3850.28634947107,7499.34651953495
4077.48014549494,1981.72293603473
